Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
2. Người đang hưởng trợ cấp mất sức lao động hằng tháng trước ngày 01 tháng 01 năm 2016 mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì:,khoản a mục 2 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng mà người đang hưởng trợ cấp mất sức lao động chết;,"huong tro cap, mat suc lao dong, hang thang, truoc ngay 01 thang 01 nam 2016, chet, ngay 01 thang 01 nam 2016, tro di"
2. Người đang hưởng trợ cấp mất sức lao động hằng tháng trước ngày 01 tháng 01 năm 2016 mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì:,khoản b mục 2 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Thân nhân theo quy định tại Khoản 2 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng theo quy định tại Điều 68 của Luật Bảo hiểm xã hội. Trường hợp không có thân nhân thuộc diện hưởng trợ cấp tuất hằng tháng thì thân nhân được hưởng trợ cấp tuất một lần bằng 3 tháng mức trợ cấp mất sức lao động hằng tháng đang hưởng trước khi chết.,"huong tro cap, mat suc lao dong, hang thang, truoc ngay 01 thang 01 nam 2016, chet, ngay 01 thang 01 nam 2016, tro di"
"Chế độ tử tuất đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng, trợ cấp tuất hằng tháng", mục 3 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"3. Người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hàng tháng trước ngày 01 tháng 01 năm 2016 đã nghỉ việc mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì người lo mai táng được nhận một lần trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng người đang hưởng trợ cấp chết, đồng thời thân nhân được hưởng trợ cấp tuất như sau:","bao hiem xa hoi, che do tu tuat, nguoi dang huong luong huu, tro cap, mat suc lao dong, tro cap tai nan lao dong, benh nghe nghiep hang thang, tro cap tuat hang thang"
"3. Người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hàng tháng trước ngày 01 tháng 01 năm 2016 đã nghỉ việc mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì người lo mai táng được nhận một lần trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng người đang hưởng trợ cấp chết, đồng thời thân nhân được hưởng trợ cấp tuất như sau:",khoản a mục 3 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"a) Đối với người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với mức suy giảm khả năng lao động từ 61% trở lên chết thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng;","huong tro cap tai nan lao dong, benh nghe nghiep, hang thang, truoc ngay, 01 thang 01 nam 2016, da nghi viec,chet, tu ngay, tro di, nguoi lo mai tang, mot lan, tro cap mai tang, 10 lan muc luong co so, nguoi dang huong tro cap, chet, than nhan, duoc huong, tro cap, tuat"
"3. Người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hàng tháng trước ngày 01 tháng 01 năm 2016 đã nghỉ việc mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì người lo mai táng được nhận một lần trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng người đang hưởng trợ cấp chết, đồng thời thân nhân được hưởng trợ cấp tuất như sau:",khoản b mục 3 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"b) Đối với trường hợp đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng khi chết không thuộc đối tượng quy định tại Điểm a Khoản này mà có thời gian tham gia bảo hiểm xã hội nhưng chưa hưởng bảo hiểm xã hội một lần thì thực hiện chế độ tử tuất đối với người đang bảo lưu thời gian đóng bảo hiểm xã hội chết.","huong tro cap tai nan lao dong, benh nghe nghiep, hang thang, truoc ngay, 01 thang 01 nam 2016, da nghi viec,chet, tu ngay, tro di, nguoi lo mai tang, mot lan, tro cap mai tang, 10 lan muc luong co so, nguoi dang huong tro cap, chet, than nhan, duoc huong, tro cap, tuat"
"Chế độ tử tuất đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng, trợ cấp tuất hằng tháng", mục 4 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"4. Người vừa hưởng lương hưu vừa hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng khi chết thì thân nhân được hưởng chế độ tử tuất như người đang hưởng lương hưu chết.","bao hiem xa hoi, che do tu tuat, nguoi dang huong luong huu, tro cap, mat suc lao dong, tro cap tai nan lao dong, benh nghe nghiep hang thang, tro cap tuat hang thang"
"Chế độ tử tuất đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng, trợ cấp tuất hằng tháng", mục 5 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"5. Thân nhân dưới 18 tuổi đang hưởng trợ cấp tuất hàng tháng trước ngày 01 tháng 01 năm 2016 thì từ ngày 01 tháng 01 năm 2016 được tiếp tục hưởng trợ cấp tuất hằng tháng cho đến khi đủ 18 tuổi, trừ trường hợp bị suy giảm khả năng lao động từ 81% trở lên.","bao hiem xa hoi, che do tu tuat, nguoi dang huong luong huu, tro cap, mat suc lao dong, tro cap tai nan lao dong, benh nghe nghiep hang thang, tro cap tuat hang thang"
Giải quyết trợ cấp tuất hằng tháng đối với thân nhân là thành viên khác và trợ cấp tuất một lần, mục 1 Điều 14 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"1. Thân nhân là thành viên khác trong gia đình quy định tại Điểm d Khoản 2 Điều 67 của Luật Bảo hiểm xã hội mà chưa đủ 18 tuổi được hưởng trợ cấp tuất hằng tháng cho đến khi đủ 18 tuổi, không cần điều kiện bị suy giảm khả năng lao động từ 81% trở lên.","bao hiem xa hoi, giai quyet tro cap, tuat hang thang, than nhan, thanh vien khac, tro cap tuat mot lan"
Giải quyết trợ cấp tuất hằng tháng đối với thân nhân là thành viên khác và trợ cấp tuất một lần, mục 2 Điều 14 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,2. Trường hợp có nhiều thân nhân thuộc diện hưởng trợ cấp tuất một lần thì các thân nhân phải có biên bản thống nhất cử người đại diện nhận trợ cấp.,"bao hiem xa hoi, giai quyet tro cap, tuat hang thang, than nhan, thanh vien khac, tro cap tuat mot lan"
2. Trường hợp có nhiều thân nhân thuộc diện hưởng trợ cấp tuất một lần thì các thân nhân phải có biên bản thống nhất cử người đại diện nhận trợ cấp.,khoản C mục 2 Điều 14 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Chương III,"than nhan, huong tro cap, tuat, mot lan, than nhan, bien ban, thong nhat, cu nguoi dai dien, nhan tro cap."
2. Trường hợp có nhiều thân nhân thuộc diện hưởng trợ cấp tuất một lần thì các thân nhân phải có biên bản thống nhất cử người đại diện nhận trợ cấp.,khoản Q mục 2 Điều 14 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,QUỸ BẢO HIỂM XÃ HỘI,"than nhan, huong tro cap, tuat, mot lan, than nhan, bien ban, thong nhat, cu nguoi dai dien, nhan tro cap."
Mức đóng và phương thức đóng của người hưởng chế độ phu nhân hoặc phu quân tại cơ quan đại diện Việt Nam ở nước ngoài, mục 1 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"1. Người lao động quy định tại Điểm g Khoản 1 Điều 2 của Nghị định này, trong thời gian hưởng chế độ phu nhân hoặc phu quân tại cơ quan Việt Nam ở nước ngoài thì mức đóng bảo hiểm xã hội hằng tháng vào quỹ hưu trí và tử tuất như sau:","bao hiem xa hoi, muc dong, phuong thuc dong, nguoi huong che do phu nhan, phu quan, co quan dai dien viet nam, o nuoc ngoai"
"1. Người lao động quy định tại Điểm g Khoản 1 Điều 2 của Nghị định này, trong thời gian hưởng chế độ phu nhân hoặc phu quân tại cơ quan Việt Nam ở nước ngoài thì mức đóng bảo hiểm xã hội hằng tháng vào quỹ hưu trí và tử tuất như sau:",khoản a mục 1 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"a) Bằng 22% mức tiền lương tháng đóng bảo hiểm xã hội bắt buộc trước đó của người lao động, đối với người lao động đã có quá trình tham gia bảo hiểm xã hội bắt buộc;","nguoi lao dong, trong thoi gian, huong che do phu nhan, phu quan, co quan viet nam o nuoc ngoai, muc dong, bao hiem xa hoi, hang thang, quy huu tri, tu tuat"
"1. Người lao động quy định tại Điểm g Khoản 1 Điều 2 của Nghị định này, trong thời gian hưởng chế độ phu nhân hoặc phu quân tại cơ quan Việt Nam ở nước ngoài thì mức đóng bảo hiểm xã hội hằng tháng vào quỹ hưu trí và tử tuất như sau:",khoản b mục 1 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Bằng 22% của 02 lần mức lương cơ sở đối với người lao động chưa tham gia bảo hiểm xã hội bắt buộc hoặc đã tham gia bảo hiểm xã hội bắt buộc nhưng đã hưởng bảo hiểm xã hội một lần.,"nguoi lao dong, trong thoi gian, huong che do phu nhan, phu quan, co quan viet nam o nuoc ngoai, muc dong, bao hiem xa hoi, hang thang, quy huu tri, tu tuat"
Mức đóng và phương thức đóng của người hưởng chế độ phu nhân hoặc phu quân tại cơ quan đại diện Việt Nam ở nước ngoài, mục 2 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"2. Phương thức đóng bảo hiểm xã hội đối với người lao động quy định tại Điểm g Khoản 1 Điều 2 của Nghị định này được thực hiện hằng tháng, 3 tháng hoặc 6 tháng một lần.","bao hiem xa hoi, muc dong, phuong thuc dong, nguoi huong che do phu nhan, phu quan, co quan dai dien viet nam, o nuoc ngoai"
Mức đóng và phương thức đóng của người hưởng chế độ phu nhân hoặc phu quân tại cơ quan đại diện Việt Nam ở nước ngoài, mục 3 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"3. Cơ quan, tổ chức quản lý cán bộ, công chức có phu nhân hoặc phu quân có trách nhiệm:","bao hiem xa hoi, muc dong, phuong thuc dong, nguoi huong che do phu nhan, phu quan, co quan dai dien viet nam, o nuoc ngoai"
"3. Cơ quan, tổ chức quản lý cán bộ, công chức có phu nhân hoặc phu quân có trách nhiệm:",khoản a mục 3 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Thu tiền đóng bảo hiểm xã hội bắt buộc của phu nhân hoặc phu quân theo quy định tại Khoản 1 và Khoản 2 Điều này để đóng vào quỹ hưu trí và tử tuất;,"co quan, to chuc, quan ly can bo, cong chuc, phu nhan, phu quan, trach nhiem"
"3. Cơ quan, tổ chức quản lý cán bộ, công chức có phu nhân hoặc phu quân có trách nhiệm:",khoản b mục 3 Điều 15 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Thực hiện thủ tục đăng ký tham gia bảo hiểm xã hội theo quy định tại Khoản 1 Điều 97 và Khoản 1 Điều 99 của Luật Bảo hiểm xã hội.,"co quan, to chuc, quan ly can bo, cong chuc, phu nhan, phu quan, trach nhiem"
"3. Cơ quan, tổ chức quản lý cán bộ, công chức có phu nhân hoặc phu quân có trách nhiệm:",khoản T mục 3 Điều 16 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Tạm dừng đóng bảo hiểm xã hội bắt buộc tại Điều 88 của Luật Bảo hiểm xã hội được quy định như sau:,"co quan, to chuc, quan ly can bo, cong chuc, phu nhan, phu quan, trach nhiem"
Tạm dừng đóng bảo hiểm xã hội bắt buộc, mục 1 Điều 16 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,1. Các trường hợp tạm dừng đóng vào quỹ hưu trí và tử tuất:,"bao hiem xa hoi, tam dung, dong bao hiem xa hoi bat buoc"
